PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance
PO-00251,DeltaWorks,2023-07-20,2023-08-30,Packaging,Delivered,154,39.43,37.11,23,Compliant
PO-00252,DeltaWorks,2022-04-11,2022-05-08,Machinery,Delivered,379,2246.88,2017.02,83,Compliant
PO-00253,EpsilonMfg,2024-01-30,2024-03-14,Packaging,Delivered,143,41.07,39.3,1,Compliant
PO-00254,GammaTrade,2023-01-24,2023-02-21,Packaging,Delivered,135,37.98,34.89,2,Compliant
PO-00255,DeltaWorks,2022-06-22,2022-08-02,Machinery,Delivered,190,2281.25,2062.48,22,Non-Compliant
PO-00256,AlphaSupplies,2022-02-04,2022-02-27,Consumables,Partial,48,18.13,16.22,1,Compliant
PO-00257,BetaCorp,2023-12-26,2024-01-25,Raw Materials,Delivered,121,139.79,133.7,1,Compliant
PO-00258,DeltaWorks,2022-01-17,2022-01-25,Machinery,Delivered,292,2207.43,2139.88,37,Compliant
PO-00259,AlphaSupplies,2024-04-12,2024-04-30,Consumables,Delivered,230,21.45,19.46,0,Compliant
PO-00260,BetaCorp,2023-06-24,2023-07-26,Consumables,Delivered,191,20.17,19.11,2,Non-Compliant
PO-00261,BetaCorp,2022-11-04,2022-11-13,Packaging,Delivered,444,37.34,33.92,5,Compliant
PO-00262,AlphaSupplies,2023-12-21,2024-01-18,Raw Materials,Delivered,265,139.64,133.3,5,Compliant
PO-00263,EpsilonMfg,2022-08-24,2022-10-06,Raw Materials,Delivered,454,126.1,119.92,4,Compliant
PO-00264,GammaTrade,2023-08-01,2023-09-10,Consumables,Partial,101,20.33,18.52,0,Compliant
PO-00265,BetaCorp,2022-03-20,2022-04-20,Machinery,Delivered,298,2236.48,2109.22,28,Compliant
PO-00266,BetaCorp,2023-05-28,2023-07-01,Raw Materials,Delivered,187,133.68,120.7,6,Compliant
PO-00267,EpsilonMfg,2023-02-11,2023-03-07,Consumables,Delivered,177,19.61,17.31,2,Compliant
PO-00268,EpsilonMfg,2023-03-19,2023-03-31,Machinery,Delivered,309,2414.89,2302.11,4,Compliant
PO-00269,AlphaSupplies,2022-10-02,2022-10-18,Raw Materials,Delivered,374,127.14,121.56,11,Compliant
PO-00270,AlphaSupplies,2023-04-01,2023-04-13,Electronics,Delivered,148,528.33,495.36,1,Compliant
PO-00271,DeltaWorks,2022-01-27,,Raw Materials,Delivered,293,120.66,116.06,55,Non-Compliant
PO-00272,DeltaWorks,2024-03-08,2024-03-30,Machinery,Delivered,471,2602.59,2504.73,64,Compliant
PO-00273,BetaCorp,2022-11-05,2022-12-09,Electronics,Delivered,84,512.21,484.45,3,Compliant
PO-00274,GammaTrade,2022-09-10,,Electronics,Delivered,263,506.19,458.15,9,Compliant
PO-00275,DeltaWorks,2024-05-11,,Electronics,Pending,421,575.55,526.17,44,Compliant
PO-00276,EpsilonMfg,2022-11-04,2022-12-11,Packaging,Delivered,495,37.34,35.14,3,Compliant
PO-00277,GammaTrade,2023-08-13,2023-09-14,Machinery,Delivered,176,2490.91,2240.82,5,Non-Compliant
PO-00278,EpsilonMfg,2023-11-30,2024-01-18,Packaging,Partial,23,40.55,36.53,0,Compliant
PO-00279,GammaTrade,2024-04-18,2024-05-26,Raw Materials,Delivered,417,143.19,127.97,4,Compliant
PO-00280,BetaCorp,2024-03-19,,Machinery,Pending,239,2608.63,2441.94,16,Compliant
PO-00281,EpsilonMfg,2023-07-11,2023-08-21,Machinery,Delivered,194,2473.64,2391.27,2,Compliant
PO-00282,BetaCorp,2022-06-20,2022-07-22,Electronics,Delivered,32,497.52,453.64,4,Compliant
PO-00283,AlphaSupplies,2022-04-11,2022-05-23,Raw Materials,Delivered,271,122.56,116.03,6,Compliant
PO-00284,DeltaWorks,2024-03-01,2024-03-30,Machinery,Delivered,363,2598.75,2361.74,86,Compliant
PO-00285,AlphaSupplies,2024-05-01,2024-05-29,Raw Materials,Delivered,82,143.58,127.11,1,Compliant
PO-00286,DeltaWorks,2023-03-25,,Raw Materials,Delivered,241,131.89,119.36,2,Non-Compliant
PO-00287,GammaTrade,2023-11-25,,Raw Materials,Cancelled,486,138.88,124.71,9,Compliant
PO-00288,BetaCorp,2023-07-28,2023-08-29,Electronics,Delivered,246,541.64,504.59,21,Compliant
PO-00289,DeltaWorks,2024-01-26,2024-02-29,Raw Materials,Delivered,111,140.71,128.71,10,Non-Compliant
PO-00290,AlphaSupplies,2022-04-15,2022-05-12,Consumables,Delivered,284,18.4,16.52,2,Compliant
PO-00291,DeltaWorks,2023-10-17,2023-12-13,Consumables,Partial,208,20.66,19.46,5,Compliant
PO-00292,DeltaWorks,2022-06-26,,Consumables,Pending,371,18.68,16.75,81,Compliant
PO-00293,BetaCorp,2022-05-01,2022-05-17,Electronics,Delivered,69,492.3,466.95,4,Compliant
PO-00294,DeltaWorks,2022-07-10,2022-08-10,Machinery,Partial,285,2289.93,2120.93,37,Compliant
PO-00295,BetaCorp,2022-11-19,2022-12-18,Packaging,Delivered,327,37.46,33.5,43,Compliant
PO-00296,DeltaWorks,2023-06-02,2023-07-18,Consumables,Partial,219,20.07,18.29,37,Compliant
PO-00297,BetaCorp,2023-08-02,2023-08-11,Raw Materials,Delivered,399,135.55,131.1,15,Compliant
PO-00298,DeltaWorks,2024-01-31,2024-02-14,Consumables,Delivered,263,21.13,19.03,36,Compliant
PO-00299,GammaTrade,2024-04-22,2024-06-02,Consumables,Delivered,399,21.5,19.39,6,Compliant
PO-00300,BetaCorp,2024-06-14,2024-06-26,Electronics,Delivered,240,579.69,510.19,14,Non-Compliant
PO-00301,BetaCorp,2024-04-10,2024-05-14,Packaging,Delivered,362,41.69,37.67,8,Compliant
PO-00302,BetaCorp,2023-08-07,2023-08-24,Raw Materials,Delivered,153,135.7,127.34,6,Compliant
PO-00303,GammaTrade,2023-11-27,,Consumables,Cancelled,79,20.84,18.69,4,Non-Compliant
PO-00304,GammaTrade,2023-12-20,2024-01-16,Packaging,Delivered,137,40.72,36.33,9,Compliant
PO-00305,DeltaWorks,2023-08-15,2023-09-19,Packaging,Delivered,331,39.64,36.2,5,Non-Compliant
PO-00306,DeltaWorks,2024-02-07,,Consumables,Pending,489,21.16,20.0,53,Compliant
PO-00307,EpsilonMfg,2024-06-08,2024-07-14,Raw Materials,Delivered,385,144.74,130.31,4,Compliant
PO-00308,EpsilonMfg,2022-08-12,2022-09-05,Machinery,Delivered,432,2305.91,2035.89,2,Compliant
PO-00309,BetaCorp,2024-05-22,,Consumables,Cancelled,185,21.63,20.04,19,Compliant
PO-00310,DeltaWorks,2022-05-08,2022-05-15,Raw Materials,Delivered,90,123.26,109.26,21,Compliant
PO-00311,BetaCorp,2022-06-12,2022-07-12,Electronics,Delivered,458,496.68,442.69,16,Compliant
PO-00312,BetaCorp,2023-02-10,2023-03-03,Raw Materials,Delivered,381,130.7,119.42,22,Compliant
PO-00313,BetaCorp,2022-03-21,2022-04-25,Machinery,Delivered,125,2236.95,2143.22,0,Compliant
PO-00314,DeltaWorks,2023-05-05,2023-05-18,Packaging,Delivered,206,38.8,37.39,5,Compliant
PO-00315,DeltaWorks,2023-10-19,2023-12-01,Packaging,Delivered,83,40.19,35.39,0,Non-Compliant
PO-00316,BetaCorp,2023-02-26,,Packaging,Cancelled,236,38.25,34.98,2,Compliant
PO-00317,AlphaSupplies,2024-01-18,2024-02-02,Consumables,Delivered,229,21.07,19.71,2,Compliant
PO-00318,EpsilonMfg,2024-01-09,2024-01-17,Consumables,Delivered,408,21.03,19.25,6,Compliant
PO-00319,EpsilonMfg,2023-06-06,2023-06-16,Consumables,Delivered,210,20.09,19.15,3,Compliant
PO-00320,DeltaWorks,2022-09-04,2022-09-11,Raw Materials,Delivered,314,126.39,116.91,74,Non-Compliant
PO-00321,EpsilonMfg,2023-01-10,2023-01-21,Machinery,Delivered,98,2380.51,2191.97,0,Compliant
PO-00322,AlphaSupplies,2024-03-19,2024-04-27,Raw Materials,Delivered,156,142.29,132.93,4,Compliant
PO-00323,EpsilonMfg,2023-09-23,2023-11-01,Consumables,Delivered,52,20.56,19.66,0,Compliant
PO-00324,GammaTrade,2023-08-24,2023-09-04,Machinery,Delivered,437,2496.7,2279.24,10,Compliant
PO-00325,BetaCorp,2022-09-08,2022-10-23,Raw Materials,Delivered,232,126.5,121.72,1,Compliant
PO-00326,BetaCorp,2022-01-13,2022-02-20,Raw Materials,Delivered,369,120.3,109.03,49,Compliant
PO-00327,GammaTrade,2023-01-16,2023-02-12,Packaging,Partial,409,37.92,36.35,25,Compliant
PO-00328,DeltaWorks,2023-06-21,,Electronics,Pending,374,537.43,518.24,56,Compliant
PO-00329,EpsilonMfg,2022-02-26,2022-03-15,Electronics,Delivered,300,485.7,449.27,1,Compliant
PO-00330,AlphaSupplies,2024-01-29,2024-02-05,Packaging,Delivered,32,41.07,37.96,0,Compliant
PO-00331,BetaCorp,2024-05-28,,Packaging,Pending,421,42.12,40.72,43,Compliant
PO-00332,GammaTrade,2023-03-03,2023-03-14,Packaging,Delivered,173,38.29,33.99,7,Compliant
PO-00333,AlphaSupplies,2022-08-17,2022-09-10,Packaging,Partial,33,36.72,32.96,1,Compliant
PO-00334,GammaTrade,2022-03-30,2022-04-24,Electronics,Delivered,14,488.99,449.97,0,Compliant
PO-00335,DeltaWorks,2023-08-29,,Electronics,Pending,405,545.31,481.24,71,Compliant
PO-00336,BetaCorp,2022-01-07,,Packaging,Delivered,22,35.04,31.05,1,Compliant
PO-00337,GammaTrade,2024-02-17,2024-03-14,Raw Materials,Delivered,444,141.36,128.75,3,Compliant
PO-00338,DeltaWorks,2022-05-26,2022-06-16,Raw Materials,Delivered,57,123.73,112.1,12,Compliant
PO-00339,GammaTrade,2024-02-05,2024-03-08,Machinery,Delivered,58,2585.09,2487.89,0,Compliant
PO-00340,BetaCorp,2022-10-26,,Packaging,Pending,171,37.27,35.28,9,Non-Compliant
PO-00341,GammaTrade,2023-04-09,2023-05-07,Electronics,Partial,48,529.22,500.38,2,Compliant
PO-00342,BetaCorp,2022-06-18,2022-07-29,Raw Materials,Delivered,170,124.33,115.56,8,Compliant
PO-00343,DeltaWorks,2024-05-22,,Electronics,Pending,90,576.89,553.35,6,Non-Compliant
PO-00344,EpsilonMfg,2022-08-09,2022-08-31,Raw Materials,Delivered,177,125.7,112.48,3,Compliant
PO-00345,GammaTrade,2024-04-19,,Electronics,Cancelled,25,572.89,504.6,1,Compliant
PO-00346,EpsilonMfg,2022-04-07,2022-04-21,Packaging,Delivered,421,35.72,33.16,0,Compliant
PO-00347,BetaCorp,2024-04-23,2024-05-05,Packaging,Delivered,361,41.81,39.05,29,Compliant
PO-00348,AlphaSupplies,2022-07-22,2022-08-03,Raw Materials,Delivered,237,125.22,111.3,8,Compliant
PO-00349,AlphaSupplies,2022-02-21,2022-03-25,Machinery,Delivered,303,2223.79,2123.5,6,Compliant
PO-00350,GammaTrade,2022-07-11,2022-08-02,Packaging,Partial,238,36.44,34.45,11,Compliant
PO-00351,GammaTrade,2023-02-26,2023-03-22,Machinery,Delivered,255,2404.22,2140.96,7,Compliant
PO-00352,EpsilonMfg,2023-10-08,2023-11-08,Packaging,Delivered,288,40.1,35.31,4,Compliant
PO-00353,DeltaWorks,2023-08-03,2023-08-11,Electronics,Delivered,208,542.33,501.55,15,Compliant
PO-00354,GammaTrade,2024-04-08,2024-05-22,Raw Materials,Delivered,281,142.89,125.86,22,Non-Compliant
PO-00355,BetaCorp,2023-07-01,2023-07-22,Electronics,Delivered,479,538.57,482.83,38,Non-Compliant
PO-00356,BetaCorp,2022-08-31,2022-09-29,Packaging,Delivered,422,36.83,33.76,53,Compliant
PO-00357,EpsilonMfg,2022-05-26,2022-07-03,Consumables,Delivered,106,18.56,17.06,1,Compliant
PO-00358,AlphaSupplies,2023-09-09,2023-10-07,Packaging,Delivered,279,39.85,37.87,10,Compliant
PO-00359,BetaCorp,2022-03-02,2022-03-18,Electronics,Delivered,310,486.11,470.55,33,Non-Compliant
PO-00360,AlphaSupplies,2023-12-23,2024-01-20,Electronics,Delivered,212,558.81,494.66,2,Compliant
PO-00361,DeltaWorks,2023-10-27,,Machinery,Pending,372,2530.62,2382.33,61,Non-Compliant
PO-00362,GammaTrade,2023-11-13,2023-12-08,Packaging,Delivered,99,40.4,37.05,1,Compliant
PO-00363,EpsilonMfg,2024-05-21,2024-07-05,Machinery,Delivered,300,2643.52,2327.62,1,Compliant
PO-00364,EpsilonMfg,2023-05-24,2023-06-22,Raw Materials,Delivered,391,133.57,127.87,7,Compliant
PO-00365,AlphaSupplies,2023-04-03,2023-04-14,Electronics,Delivered,117,528.55,512.16,1,Compliant
PO-00366,AlphaSupplies,2023-03-25,2023-05-02,Machinery,Delivered,95,2417.95,2186.07,3,Compliant
PO-00367,DeltaWorks,2023-10-29,,Consumables,Delivered,125,20.71,18.68,23,Compliant
PO-00368,GammaTrade,2022-03-17,2022-03-28,Raw Materials,Delivered,464,121.91,114.5,20,Non-Compliant
PO-00369,EpsilonMfg,2023-05-10,2023-05-27,Consumables,Delivered,230,19.98,18.11,2,Compliant
PO-00370,GammaTrade,2022-07-14,2022-08-24,Packaging,Delivered,293,36.46,34.02,6,Compliant
PO-00371,AlphaSupplies,2023-08-09,2023-09-08,Machinery,Delivered,261,2488.81,2290.95,0,Compliant
PO-00372,EpsilonMfg,2022-07-24,2022-08-18,Machinery,Delivered,115,2296.7,2207.82,2,Compliant
PO-00373,DeltaWorks,2023-05-16,2023-06-26,Machinery,Delivered,145,2444.6,2174.47,13,Compliant
PO-00374,BetaCorp,2022-02-15,2022-03-11,Machinery,Delivered,248,2220.97,2101.7,19,Compliant
PO-00375,AlphaSupplies,2023-11-16,2023-12-30,Raw Materials,Delivered,287,138.62,130.18,2,Compliant
PO-00376,EpsilonMfg,2023-07-03,2023-07-25,Machinery,Delivered,489,2469.47,2242.77,4,Compliant
PO-00377,AlphaSupplies,2023-08-08,2023-08-24,Consumables,Delivered,419,20.36,18.1,2,Compliant
PO-00378,BetaCorp,2024-04-07,2024-05-11,Packaging,Delivered,31,41.67,39.7,0,Non-Compliant
PO-00379,EpsilonMfg,2022-11-24,2022-12-06,Electronics,Delivered,478,514.26,456.66,3,Compliant
PO-00380,GammaTrade,2023-04-15,2023-05-29,Consumables,Delivered,16,19.87,17.63,0,Compliant
PO-00381,BetaCorp,2023-08-26,2023-09-08,Consumables,Delivered,491,20.44,18.76,38,Compliant
PO-00382,EpsilonMfg,2024-06-17,2024-07-30,Electronics,Delivered,206,580.06,541.2,2,Compliant
PO-00383,BetaCorp,2023-09-16,2023-10-14,Consumables,Delivered,215,20.53,18.66,20,Compliant
PO-00384,GammaTrade,2022-01-21,2022-02-14,Electronics,Delivered,416,482.03,452.92,28,Compliant
PO-00385,BetaCorp,2022-11-04,2022-12-14,Packaging,Partial,236,37.34,32.95,8,Compliant
PO-00386,AlphaSupplies,2023-03-29,2023-05-06,Packaging,Delivered,431,38.5,36.61,13,Compliant
PO-00387,EpsilonMfg,2022-03-09,2022-04-18,Packaging,Delivered,269,35.5,33.44,4,Compliant
PO-00388,BetaCorp,2022-09-13,,Raw Materials,Pending,35,126.63,122.45,3,Compliant
PO-00389,DeltaWorks,2023-02-11,2023-03-18,Consumables,Partial,73,19.61,17.9,6,Compliant
PO-00390,BetaCorp,2023-08-24,2023-09-16,Machinery,Delivered,186,2496.7,2297.96,19,Compliant
PO-00391,DeltaWorks,2022-06-16,,Raw Materials,Pending,409,124.27,111.0,84,Compliant
PO-00392,BetaCorp,2023-10-30,,Electronics,Cancelled,20,552.48,515.52,2,Compliant
PO-00393,DeltaWorks,2023-10-25,2023-11-17,Packaging,Delivered,420,40.24,38.41,61,Non-Compliant
PO-00394,GammaTrade,2023-01-21,2023-02-26,Machinery,Delivered,245,2386.04,2131.69,5,Compliant
PO-00395,EpsilonMfg,2022-01-08,2022-02-20,Raw Materials,Partial,349,120.18,111.05,3,Compliant
PO-00396,GammaTrade,2023-12-02,2023-12-26,Electronics,Delivered,42,556.34,534.25,2,Compliant
PO-00397,GammaTrade,2022-06-03,2022-07-31,Packaging,Partial,133,36.15,33.38,4,Compliant
PO-00398,BetaCorp,2023-11-03,2023-12-06,Raw Materials,Delivered,161,138.24,127.9,9,Compliant
PO-00399,EpsilonMfg,2022-12-18,2023-01-24,Packaging,Delivered,123,37.69,34.09,2,Compliant
PO-00400,BetaCorp,2022-07-05,2022-07-28,Consumables,Delivered,251,18.72,17.66,25,Compliant
PO-00401,GammaTrade,2022-08-16,2022-10-01,Raw Materials,Partial,391,125.88,118.08,24,Compliant
PO-00402,GammaTrade,2022-10-29,2022-12-12,Consumables,Delivered,70,19.18,17.8,3,Compliant
PO-00403,BetaCorp,2022-05-03,2022-06-05,Consumables,Delivered,205,18.47,16.47,1,Non-Compliant
PO-00404,BetaCorp,2023-02-24,,Electronics,Pending,467,524.34,462.05,29,Compliant
PO-00405,BetaCorp,2023-05-15,2023-05-25,Raw Materials,Delivered,100,133.31,125.32,0,Compliant
PO-00406,BetaCorp,2024-02-22,2024-03-18,Consumables,Partial,412,21.23,20.29,7,Compliant
PO-00407,DeltaWorks,2023-03-16,,Machinery,Delivered,206,2413.36,2131.24,9,Compliant
PO-00408,GammaTrade,2022-07-15,2022-08-06,Consumables,Delivered,12,18.76,18.17,0,Compliant
PO-00409,AlphaSupplies,2023-05-31,2023-06-09,Machinery,Delivered,95,2452.35,2248.8,1,Compliant
PO-00410,EpsilonMfg,2022-12-12,2023-01-22,Consumables,Partial,361,19.36,18.02,7,Compliant
PO-00411,BetaCorp,2024-04-11,2024-04-26,Packaging,Delivered,126,41.7,38.94,3,Compliant
PO-00412,AlphaSupplies,2023-12-30,2024-01-22,Electronics,Delivered,29,559.64,510.11,0,Compliant
PO-00413,AlphaSupplies,2023-11-01,2023-12-04,Raw Materials,Delivered,34,138.18,123.63,0,Compliant
PO-00414,BetaCorp,2023-12-13,2023-12-26,Packaging,Delivered,14,40.66,36.93,1,Compliant
PO-00415,BetaCorp,2024-04-30,2024-05-14,Machinery,Delivered,271,2631.84,2339.97,10,Compliant
PO-00416,EpsilonMfg,2024-03-07,2024-04-18,Packaging,Partial,277,41.4,39.18,3,Compliant
PO-00417,AlphaSupplies,2023-05-24,2023-07-04,Consumables,Partial,362,20.04,17.8,3,Compliant
PO-00418,AlphaSupplies,2024-05-05,2024-05-17,Raw Materials,Delivered,262,143.71,131.97,8,Compliant
PO-00419,GammaTrade,2023-04-13,2023-04-23,Packaging,Delivered,161,38.62,34.02,1,Compliant
PO-00420,GammaTrade,2024-03-31,,Electronics,Delivered,228,570.6,518.73,15,Non-Compliant
PO-00421,BetaCorp,2022-12-03,,Packaging,Pending,234,37.57,35.23,8,Compliant
PO-00422,GammaTrade,2022-07-07,,Electronics,Cancelled,214,499.3,479.23,4,Compliant
PO-00423,DeltaWorks,2023-10-27,2023-11-06,Machinery,Delivered,95,2530.62,2252.76,22,Non-Compliant
PO-00424,EpsilonMfg,2024-04-01,2024-05-02,Machinery,Delivered,234,2615.79,2403.39,3,Compliant
PO-00425,BetaCorp,2023-05-15,2023-05-26,Machinery,Delivered,220,2444.09,2345.84,8,Compliant
PO-00426,EpsilonMfg,2024-01-12,2024-02-09,Consumables,Delivered,499,21.04,19.34,5,Compliant
PO-00427,DeltaWorks,2023-05-09,2023-06-07,Packaging,Partial,356,38.83,36.46,71,Compliant
PO-00428,EpsilonMfg,2022-01-12,2022-02-18,Raw Materials,Delivered,90,120.28,109.71,1,Compliant
PO-00429,DeltaWorks,2022-09-04,2022-09-25,Electronics,Delivered,152,505.55,475.32,20,Compliant
PO-00430,AlphaSupplies,2023-03-31,2023-05-08,Machinery,Delivered,239,2421.01,2173.82,4,Compliant
PO-00431,AlphaSupplies,2023-02-18,2023-03-02,Raw Materials,Delivered,295,130.92,122.14,9,Non-Compliant
PO-00432,EpsilonMfg,2022-07-31,2022-09-12,Consumables,Partial,243,18.82,17.15,4,Compliant
PO-00433,DeltaWorks,2023-07-28,2023-08-27,Electronics,Delivered,317,541.64,487.96,54,Compliant
PO-00434,BetaCorp,2022-12-16,,Raw Materials,Pending,334,129.16,121.15,13,Compliant
PO-00435,AlphaSupplies,2022-06-18,2022-07-21,Raw Materials,Delivered,430,124.33,115.09,1,Compliant
PO-00436,DeltaWorks,2023-04-14,,Packaging,Cancelled,107,38.63,34.6,2,Compliant
PO-00437,EpsilonMfg,2024-03-01,2024-04-09,Raw Materials,Delivered,244,141.75,126.11,0,Compliant
PO-00438,AlphaSupplies,2023-03-20,2023-04-20,Consumables,Partial,257,19.76,17.68,7,Compliant
PO-00439,BetaCorp,2023-02-01,,Raw Materials,Cancelled,320,130.45,118.81,22,Compliant
PO-00440,EpsilonMfg,2022-10-08,2022-11-25,Packaging,Partial,185,37.13,34.69,2,Compliant
PO-00441,EpsilonMfg,2022-11-03,2022-12-15,Consumables,Delivered,290,19.2,17.17,3,Compliant
PO-00442,GammaTrade,2023-11-20,2023-12-08,Electronics,Delivered,373,554.94,531.69,15,Compliant
PO-00443,AlphaSupplies,2023-07-30,2023-09-14,Electronics,Partial,302,541.87,502.21,8,Compliant
PO-00444,EpsilonMfg,2024-06-17,2024-06-30,Electronics,Delivered,423,580.06,518.4,0,Compliant
PO-00445,BetaCorp,2024-02-08,2024-02-24,Electronics,Delivered,156,564.38,507.55,18,Compliant
PO-00446,EpsilonMfg,2023-01-03,2023-02-14,Raw Materials,Delivered,62,129.65,116.26,1,Compliant
PO-00447,BetaCorp,2024-03-14,2024-03-24,Consumables,Delivered,366,21.32,19.15,47,Compliant
PO-00448,GammaTrade,2022-02-25,2022-04-01,Consumables,Delivered,138,18.21,17.64,9,Non-Compliant
PO-00449,GammaTrade,2023-07-14,2023-08-02,Consumables,Delivered,110,20.25,18.3,2,Compliant
PO-00450,BetaCorp,2024-01-23,2024-02-16,Packaging,Delivered,203,41.01,37.89,15,Compliant
PO-00451,GammaTrade,2022-12-05,2022-12-21,Raw Materials,Delivered,489,128.86,119.58,36,Compliant
PO-00452,EpsilonMfg,2023-05-18,2023-06-14,Electronics,Delivered,291,533.59,479.64,3,Compliant
PO-00453,EpsilonMfg,2023-03-02,2023-03-23,Packaging,Delivered,216,38.28,35.26,3,Compliant
PO-00454,GammaTrade,2024-02-10,,Packaging,Cancelled,253,41.17,37.65,16,Non-Compliant
PO-00455,AlphaSupplies,2023-11-16,2024-01-14,Raw Materials,Partial,133,138.62,130.15,4,Compliant
PO-00456,AlphaSupplies,2023-01-26,2023-02-18,Electronics,Delivered,493,521.14,462.56,10,Compliant
PO-00457,GammaTrade,2024-04-02,2024-04-21,Consumables,Delivered,259,21.41,19.79,6,Compliant
PO-00458,EpsilonMfg,2022-01-08,2022-01-28,Consumables,Delivered,117,18.03,16.47,2,Compliant
PO-00459,EpsilonMfg,2023-10-25,2023-11-10,Machinery,Delivered,46,2529.55,2267.74,0,Compliant
PO-00460,AlphaSupplies,2022-07-02,2022-07-23,Raw Materials,Delivered,295,124.69,112.03,10,Compliant
PO-00461,DeltaWorks,2022-11-20,2022-11-27,Machinery,Delivered,354,2355.05,2280.87,54,Compliant
PO-00462,EpsilonMfg,2023-12-19,2024-01-01,Raw Materials,Delivered,193,139.58,124.74,1,Compliant
PO-00463,GammaTrade,2023-01-26,2023-02-12,Machinery,Delivered,348,2388.56,2231.87,14,Compliant
PO-00464,EpsilonMfg,2023-10-12,2023-11-11,Electronics,Delivered,356,550.39,526.72,6,Compliant
PO-00465,BetaCorp,2022-02-12,2022-03-26,Raw Materials,Delivered,315,121.07,117.38,41,Compliant
PO-00466,GammaTrade,2023-02-27,2023-03-16,Packaging,Delivered,445,38.26,33.99,6,Compliant
PO-00467,AlphaSupplies,2023-11-19,2023-12-31,Packaging,Delivered,446,40.46,36.33,8,Compliant
PO-00468,AlphaSupplies,2022-04-11,2022-05-09,Electronics,Delivered,307,490.23,466.8,4,Compliant
PO-00469,GammaTrade,2022-03-13,2022-04-10,Consumables,Delivered,172,18.27,16.24,8,Compliant
PO-00470,EpsilonMfg,2023-01-09,2023-01-16,Consumables,Delivered,500,19.47,17.47,3,Compliant
PO-00471,DeltaWorks,2024-05-10,,Electronics,Cancelled,357,575.43,539.52,75,Compliant
PO-00472,GammaTrade,2023-05-14,2023-05-26,Electronics,Delivered,99,533.14,490.65,6,Compliant
PO-00473,EpsilonMfg,2022-09-27,2022-10-08,Packaging,Delivered,330,37.04,33.48,5,Compliant
PO-00474,EpsilonMfg,2023-02-19,2023-04-02,Consumables,Delivered,118,19.64,17.69,0,Compliant
PO-00475,BetaCorp,2023-02-06,2023-03-03,Electronics,Delivered,405,522.35,496.18,7,Compliant
PO-00476,GammaTrade,2022-01-11,,Consumables,Cancelled,444,18.04,16.42,34,Compliant
PO-00477,EpsilonMfg,2023-04-02,2023-04-18,Packaging,Delivered,299,38.53,36.82,4,Compliant
PO-00478,BetaCorp,2022-08-26,2022-09-15,Machinery,Delivered,199,2312.73,2230.17,14,Compliant
PO-00479,DeltaWorks,2022-02-10,2022-03-22,Raw Materials,Delivered,175,121.02,106.7,26,Compliant
PO-00480,EpsilonMfg,2023-08-07,2023-09-20,Consumables,Delivered,344,20.35,19.42,4,Compliant
PO-00481,DeltaWorks,2023-06-13,,Packaging,Pending,428,39.12,36.52,50,Compliant
PO-00482,EpsilonMfg,2023-05-29,2023-06-09,Raw Materials,Delivered,235,133.71,119.08,2,Compliant
PO-00483,BetaCorp,2023-09-09,2023-10-12,Electronics,Delivered,70,546.57,494.86,7,Compliant
PO-00484,DeltaWorks,2022-08-04,,Machinery,Pending,341,2302.03,2110.5,1,Compliant
PO-00485,EpsilonMfg,2022-06-14,2022-07-27,Consumables,Delivered,272,18.63,17.85,0,Compliant
PO-00486,EpsilonMfg,2023-09-06,2023-10-01,Machinery,Delivered,336,2503.55,2210.13,6,Compliant
PO-00487,DeltaWorks,2022-06-24,2022-08-20,Machinery,Partial,220,2282.21,2168.78,43,Compliant
PO-00488,EpsilonMfg,2022-06-21,2022-08-05,Electronics,Delivered,185,497.62,450.25,2,Compliant
